Transit_ID,City,State,Route_ID,Transport_Mode,Source,Destination,Passenger_Count,Demand,Vehicle_Capacity,Traffic_Status,Traffic_Speed_kmh,Delay_Minutes,Fare_INR,Travel_Time_Min,Weather_Condition,Date,On_Time,On_Time_Status,Point,Path_Order,Latitude,Longitude
TR-0183,Coimbatore,Tamil Nadu,R-067,Bus,South,North,114,Low,55,Moderate,41,14,45.51,34.15,Rain,2026-07-24 09:20:00,0,Delayed,Source,1,10.956177,76.938996
TR-0251,Surat,Gujarat,R-067,Metro,North,Central,664,Medium,615,Moderate,39,7,12.44,29.71,Clear,2026-03-07 05:40:00,0,Delayed,Source,1,21.238884,72.871086
TR-0270,Lucknow,Uttar Pradesh,R-067,Bus,East,West,656,Very High,78,Moderate,32,10,36.05,31.38,Clear,2026-04-01 17:11:00,0,Delayed,Source,1,26.859072,81.006008
TR-0289,Chennai,Tamil Nadu,R-067,Train,South,North,139,High,932,High,22,10,52.0,7.9,Clear,2026-08-05 10:53:00,0,Delayed,Source,1,13.030978,80.244533
TR-0380,Chennai,Tamil Nadu,R-067,Bus,West,South,833,Low,61,Moderate,34,22,52.91,19.89,Clear,2026-02-27 17:02:00,0,Delayed,Source,1,13.079647,80.221221
TR-0392,Lucknow,Uttar Pradesh,R-067,Metro,South,North,962,High,754,Moderate,41,17,16.29,42.27,Cloudy,2026-04-18 04:08:00,0,Delayed,Source,1,26.795187,80.945075
TR-0051,Hyderabad,Telangana,R-067,Auto,East,Central,,,,High,,,,,Clear,2026-03-17 09:08:00,,,Destination,2,17.375012,78.492357
TR-0076,Bengaluru,Karnataka,R-067,E-Rickshaw,Central,West,,,,High,,,,,Rain,2026-05-29 02:01:00,,,Destination,2,12.961527,77.549662
TR-0111,Bengaluru,Karnataka,R-067,Bus,North,Central,,,,High,,,,,Cloudy,2026-04-17 09:50:00,,,Destination,2,12.983178,77.613987
TR-0183,Coimbatore,Tamil Nadu,R-067,Bus,South,North,,,,Moderate,,,,,Rain,2026-07-24 09:20:00,,,Destination,2,11.058219,76.955502
TR-0251,Surat,Gujarat,R-067,Metro,North,Central,,,,Moderate,,,,,Clear,2026-03-07 05:40:00,,,Destination,2,21.142968,72.820008
TR-0270,Lucknow,Uttar Pradesh,R-067,Bus,East,West,,,,Moderate,,,,,Clear,2026-04-01 17:11:00,,,Destination,2,26.843404,80.859733
TR-0289,Chennai,Tamil Nadu,R-067,Train,South,North,,,,High,,,,,Clear,2026-08-05 10:53:00,,,Destination,2,13.130979,80.277701
TR-0380,Chennai,Tamil Nadu,R-067,Bus,West,South,,,,Moderate,,,,,Clear,2026-02-27 17:02:00,,,Destination,2,13.046185,80.275764
TR-0392,Lucknow,Uttar Pradesh,R-067,Metro,South,North,,,,Moderate,,,,,Cloudy,2026-04-18 04:08:00,,,Destination,2,26.901221,80.968634
TR-0073,Pune,Maharashtra,R-068,Bus,Central,East,60,Low,45,Severe,5,12,56.72,8.72,Clear,2026-06-21 20:07:00,0,Delayed,Source,1,18.540532,73.850057
TR-0128,Hyderabad,Telangana,R-068,Bus,Central,South,259,High,70,Low,55,2,54.84,27.37,Rain,2026-03-31 11:10:00,1,On Time,Source,1,17.378236,78.485704
TR-0245,Pune,Maharashtra,R-068,Taxi,Central,East,782,High,4,High,27,23,15.31,19.94,Hazy,2026-01-14 04:17:00,0,Delayed,Source,1,18.54354,73.860895
TR-0309,Surat,Gujarat,R-068,Bus,West,North,311,Very High,54,High,18,29,14.49,38.19,Rain,2026-04-14 05:41:00,0,Delayed,Source,1,21.163274,72.79042
TR-0316,Mumbai,Maharashtra,R-068,Bus,East,West,739,High,60,High,20,10,13.56,27.17,Hazy,2026-03-14 12:47:00,0,Delayed,Source,1,19.090102,72.93198
TR-0371,Pune,Maharashtra,R-068,Bus,Central,South,795,Low,51,Moderate,33,27,64.39,15.92,Cloudy,2026-03-07 20:49:00,0,Delayed,Source,1,18.504801,73.849331
TR-0372,Kochi,Kerala,R-068,Bus,South,Central,427,Medium,50,High,19,24,40.43,10.93,Rain,2026-08-06 03:50:00,0,Delayed,Source,1,9.876037,76.25274
TR-0410,Delhi,Delhi,R-068,Taxi,North,West,549,Medium,4,High,27,1,68.04,51.83,Cloudy,2026-03-28 21:59:00,1,On Time,Source,1,28.680632,77.211978
TR-0439,Mumbai,Maharashtra,R-068,Auto,East,Central,34,Medium,3,Severe,13,21,79.05,41.29,Cloudy,2026-06-17 05:47:00,0,Delayed,Source,1,19.084317,72.926398
TR-0478,Mumbai,Maharashtra,R-068,Bus,South,North,955,High,78,Moderate,43,3,90.05,59.97,Cloudy,2026-01-11 01:21:00,1,On Time,Source,1,19.008106,72.863291
TR-0499,Delhi,Delhi,R-068,E-Rickshaw,West,East,517,Medium,5,Low,64,0,83.73,9.39,Clear,2026-06-07 01:29:00,1,On Time,Source,1,28.593421,77.163948
TR-0073,Pune,Maharashtra,R-068,Bus,Central,East,,,,Severe,,,,,Clear,2026-06-21 20:07:00,,,Destination,2,18.537228,73.931241
TR-0128,Hyderabad,Telangana,R-068,Bus,Central,South,,,,Low,,,,,Rain,2026-03-31 11:10:00,,,Destination,2,17.327591,78.461914
TR-0245,Pune,Maharashtra,R-068,Taxi,Central,East,,,,High,,,,,Hazy,2026-01-14 04:17:00,,,Destination,2,18.520885,73.91995
TR-0309,Surat,Gujarat,R-068,Bus,West,North,,,,High,,,,,Rain,2026-04-14 05:41:00,,,Destination,2,21.215939,72.835124
TR-0316,Mumbai,Maharashtra,R-068,Bus,East,West,,,,High,,,,,Hazy,2026-03-14 12:47:00,,,Destination,2,19.058777,72.815101
TR-0371,Pune,Maharashtra,R-068,Bus,Central,South,,,,Moderate,,,,,Cloudy,2026-03-07 20:49:00,,,Destination,2,18.452443,73.848863
TR-0372,Kochi,Kerala,R-068,Bus,South,Central,,,,High,,,,,Rain,2026-08-06 03:50:00,,,Destination,2,9.945517,76.257232
TR-0410,Delhi,Delhi,R-068,Taxi,North,West,,,,High,,,,,Cloudy,2026-03-28 21:59:00,,,Destination,2,28.593655,77.14559
TR-0439,Mumbai,Maharashtra,R-068,Auto,East,Central,,,,Severe,,,,,Cloudy,2026-06-17 05:47:00,,,Destination,2,19.091003,72.866495
TR-0478,Mumbai,Maharashtra,R-068,Bus,South,North,,,,Moderate,,,,,Cloudy,2026-01-11 01:21:00,,,Destination,2,19.137539,72.913414
TR-0499,Delhi,Delhi,R-068,E-Rickshaw,West,East,,,,Low,,,,,Clear,2026-06-07 01:29:00,,,Destination,2,28.619927,77.277964
TR-0112,Delhi,Delhi,R-069,Train,North,East,225,Very High,767,Moderate,43,4,53.01,34.27,Clear,2026-03-27 20:58:00,1,On Time,Source,1,28.675631,77.215454
TR-0176,Surat,Gujarat,R-069,Bus,South,East,679,High,74,Moderate,44,21,16.89,28.14,Cloudy,2026-01-26 14:04:00,0,Delayed,Source,1,21.123565,72.81823
TR-0199,Delhi,Delhi,R-069,Metro,Central,West,436,Medium,952,Low,61,9,35.5,51.05,Rain,2026-02-08 14:06:00,0,Delayed,Source,1,28.619499,77.225155
TR-0201,Hyderabad,Telangana,R-069,Bus,North,West,36,Very High,75,High,28,10,14.23,56.04,Rain,2026-03-19 17:58:00,0,Delayed,Source,1,17.465244,78.503857
TR-0339,Lucknow,Uttar Pradesh,R-069,Bus,Central,North,281,High,71,Moderate,40,3,45.13,27.87,Rain,2026-06-30 03:14:00,1,On Time,Source,1,26.840268,80.943691
TR-0343,Mumbai,Maharashtra,R-069,Metro,North,Central,938,Medium,631,High,15,0,34.86,48.58,Cloudy,2026-01-26 00:03:00,1,On Time,Source,1,19.129571,72.888825
TR-0497,Kolkata,West Bengal,R-069,E-Rickshaw,East,Central,775,High,5,Moderate,33,29,18.74,12.28,Rain,2026-02-19 17:01:00,0,Delayed,Source,1,22.5788,88.408373
TR-0112,Delhi,Delhi,R-069,Train,North,East,,,,Moderate,,,,,Clear,2026-03-27 20:58:00,,,Destination,2,28.632263,77.259994
TR-0176,Surat,Gujarat,R-069,Bus,South,East,,,,Moderate,,,,,Cloudy,2026-01-26 14:04:00,,,Destination,2,21.164723,72.889304
TR-0199,Delhi,Delhi,R-069,Metro,Central,West,,,,Low,,,,,Rain,2026-02-08 14:06:00,,,Destination,2,28.610167,77.152825
TR-0201,Hyderabad,Telangana,R-069,Bus,North,West,,,,High,,,,,Rain,2026-03-19 17:58:00,,,Destination,2,17.369144,78.441552
TR-0339,Lucknow,Uttar Pradesh,R-069,Bus,Central,North,,,,Moderate,,,,,Rain,2026-06-30 03:14:00,,,Destination,2,26.900058,80.946025
TR-0343,Mumbai,Maharashtra,R-069,Metro,North,Central,,,,High,,,,,Cloudy,2026-01-26 00:03:00,,,Destination,2,19.056172,72.865218
TR-0497,Kolkata,West Bengal,R-069,E-Rickshaw,East,Central,,,,Moderate,,,,,Rain,2026-02-19 17:01:00,,,Destination,2,22.573155,88.343618
TR-0218,Mumbai,Maharashtra,R-070,Bus,East,Central,530,High,65,Severe,9,19,84.48,5.03,Clear,2026-07-01 16:48:00,0,Delayed,Source,1,19.086448,72.926704
TR-0278,Bengaluru,Karnataka,R-070,Auto,South,East,90,Low,3,High,18,12,76.78,7.88,Cloudy,2026-05-01 13:57:00,0,Delayed,Source,1,12.899855,77.576105
TR-0382,Jaipur,Rajasthan,R-070,E-Rickshaw,West,East,140,Very High,5,High,20,26,24.27,49.7,Clear,2026-05-24 19:15:00,0,Delayed,Source,1,26.909817,75.73691
TR-0404,Mumbai,Maharashtra,R-070,E-Rickshaw,North,South,904,Very High,5,High,30,23,33.59,23.87,Hazy,2026-07-03 05:17:00,0,Delayed,Source,1,19.143094,72.865293
TR-0218,Mumbai,Maharashtra,R-070,Bus,East,Central,,,,Severe,,,,,Clear,2026-07-01 16:48:00,,,Destination,2,19.083767,72.855395
TR-0278,Bengaluru,Karnataka,R-070,Auto,South,East,,,,High,,,,,Cloudy,2026-05-01 13:57:00,,,Destination,2,12.978447,77.630449
TR-0382,Jaipur,Rajasthan,R-070,E-Rickshaw,West,East,,,,High,,,,,Clear,2026-05-24 19:15:00,,,Destination,2,26.920695,75.831544
TR-0404,Mumbai,Maharashtra,R-070,E-Rickshaw,North,South,,,,High,,,,,Hazy,2026-07-03 05:17:00,,,Destination,2,19.01334,72.864797
TR-0072,Bengaluru,Karnataka,R-071,Bus,Central,North,585,High,54,High,20,10,30.88,26.5,Clear,2026-07-04 01:34:00,0,Delayed,Source,1,12.97864,77.602772
TR-0269,Kolkata,West Bengal,R-071,Bus,East,South,210,Very High,53,Moderate,39,7,18.92,39.26,Clear,2026-05-18 20:54:00,0,Delayed,Source,1,22.601567,88.427042
TR-0313,Delhi,Delhi,R-071,Bus,Central,South,904,Medium,55,High,20,25,30.35,53.01,Rain,2026-01-26 09:40:00,0,Delayed,Source,1,28.597932,77.182864
TR-0500,Bengaluru,Karnataka,R-071,Auto,North,South,284,High,3,Moderate,36,27,64.83,20.12,Hazy,2026-01-02 17:30:00,0,Delayed,Source,1,13.013317,77.604406
TR-0072,Bengaluru,Karnataka,R-071,Bus,Central,North,,,,High,,,,,Clear,2026-07-04 01:34:00,,,Destination,2,13.023662,77.59107
TR-0269,Kolkata,West Bengal,R-071,Bus,East,South,,,,Moderate,,,,,Clear,2026-05-18 20:54:00,,,Destination,2,22.508973,88.356349
TR-0313,Delhi,Delhi,R-071,Bus,Central,South,,,,High,,,,,Rain,2026-01-26 09:40:00,,,Destination,2,28.550507,77.20094
TR-0500,Bengaluru,Karnataka,R-071,Auto,North,South,,,,Moderate,,,,,Hazy,2026-01-02 17:30:00,,,Destination,2,12.922093,77.608758
TR-0071,Chennai,Tamil Nadu,R-072,Bus,South,Central,942,High,63,Severe,14,23,41.81,18.03,Clear,2026-03-09 17:23:00,0,Delayed,Source,1,13.02216,80.274528
TR-0229,Hyderabad,Telangana,R-072,Bus,Central,North,216,High,68,High,23,20,85.29,43.74,Cloudy,2026-08-04 02:54:00,0,Delayed,Source,1,17.380053,78.497662
TR-0383,Kolkata,West Bengal,R-072,Bus,East,South,332,High,50,High,16,18,56.34,14.39,Rain,2026-03-28 11:48:00,0,Delayed,Source,1,22.599774,88.41578
TR-0399,Lucknow,Uttar Pradesh,R-072,Auto,Central,South,310,Very High,3,High,22,9,32.69,29.98,Hazy,2026-03-14 06:13:00,0,Delayed,Source,1,26.85292,80.954732
TR-0071,Chennai,Tamil Nadu,R-072,Bus,South,Central,,,,Severe,,,,,Clear,2026-03-09 17:23:00,,,Destination,2,13.070679,80.271522
TR-0229,Hyderabad,Telangana,R-072,Bus,Central,North,,,,High,,,,,Cloudy,2026-08-04 02:54:00,,,Destination,2,17.446452,78.501838
TR-0383,Kolkata,West Bengal,R-072,Bus,East,South,,,,High,,,,,Rain,2026-03-28 11:48:00,,,Destination,2,22.50704,88.35713
TR-0399,Lucknow,Uttar Pradesh,R-072,Auto,Central,South,,,,High,,,,,Hazy,2026-03-14 06:13:00,,,Destination,2,26.805571,80.948825
TR-0327,Mumbai,Maharashtra,R-073,Metro,Central,North,377,Medium,889,High,16,4,76.34,8.86,Cloudy,2026-04-02 22:50:00,1,On Time,Source,1,19.077568,72.871964
TR-0411,Coimbatore,Tamil Nadu,R-073,Metro,East,North,604,High,576,Moderate,30,24,79.63,30.06,Rain,2026-01-12 13:50:00,0,Delayed,Source,1,11.028545,77.027568
TR-0327,Mumbai,Maharashtra,R-073,Metro,Central,North,,,,High,,,,,Cloudy,2026-04-02 22:50:00,,,Destination,2,19.141112,72.890959
TR-0411,Coimbatore,Tamil Nadu,R-073,Metro,East,North,,,,Moderate,,,,,Rain,2026-01-12 13:50:00,,,Destination,2,11.068118,76.950307
TR-0050,Kochi,Kerala,R-074,Taxi,North,East,326,High,4,Severe,8,10,25.89,17.13,Clear,2026-01-03 23:05:00,0,Delayed,Source,1,9.973353,76.285491
TR-0232,Kolkata,West Bengal,R-074,Train,Central,South,941,High,982,High,15,13,84.52,25.79,Cloudy,2026-01-26 10:22:00,0,Delayed,Source,1,22.57426,88.357849
TR-0050,Kochi,Kerala,R-074,Taxi,North,East,,,,Severe,,,,,Clear,2026-01-03 23:05:00,,,Destination,2,9.939211,76.312393
TR-0232,Kolkata,West Bengal,R-074,Train,Central,South,,,,High,,,,,Cloudy,2026-01-26 10:22:00,,,Destination,2,22.515406,88.348435
TR-0067,Kochi,Kerala,R-075,Train,North,South,599,Very High,1188,Moderate,42,3,68.55,47.09,Hazy,2026-04-12 18:05:00,1,On Time,Source,1,9.99627,76.299084
TR-0127,Ahmedabad,Gujarat,R-075,Auto,Central,North,593,Very High,3,High,15,23,22.08,57.69,Rain,2026-01-15 20:45:00,0,Delayed,Source,1,23.035974,72.577611
TR-0131,Hyderabad,Telangana,R-075,Metro,North,East,115,Medium,765,High,24,8,13.5,6.98,Clear,2026-01-22 01:55:00,0,Delayed,Source,1,17.417602,78.50879
TR-0393,Chennai,Tamil Nadu,R-075,Auto,South,Central,39,High,3,High,18,4,15.97,25.17,Clear,2026-05-11 14:25:00,1,On Time,Source,1,13.019701,80.256898
TR-0456,Pune,Maharashtra,R-075,Bus,South,East,820,High,67,High,24,25,75.09,49.09,Clear,2026-02-21 18:44:00,0,Delayed,Source,1,18.450233,73.858316
TR-0067,Kochi,Kerala,R-075,Train,North,South,,,,Moderate,,,,,Hazy,2026-04-12 18:05:00,,,Destination,2,9.86432,76.25202
TR-0127,Ahmedabad,Gujarat,R-075,Auto,Central,North,,,,High,,,,,Rain,2026-01-15 20:45:00,,,Destination,2,23.075683,72.586398
TR-0131,Hyderabad,Telangana,R-075,Metro,North,East,,,,High,,,,,Clear,2026-01-22 01:55:00,,,Destination,2,17.386784,78.551188
TR-0393,Chennai,Tamil Nadu,R-075,Auto,South,Central,,,,High,,,,,Clear,2026-05-11 14:25:00,,,Destination,2,13.087153,80.264857
TR-0456,Pune,Maharashtra,R-075,Bus,South,East,,,,High,,,,,Clear,2026-02-21 18:44:00,,,Destination,2,18.520662,73.897506
TR-0058,Hyderabad,Telangana,R-076,Metro,Central,East,631,High,713,High,20,24,61.38,6.01,Cloudy,2026-03-27 19:32:00,0,Delayed,Source,1,17.381677,78.486395
TR-0136,Ahmedabad,Gujarat,R-076,Auto,East,West,501,Low,3,Moderate,33,15,60.59,57.09,Clear,2026-03-22 02:25:00,0,Delayed,Source,1,23.04555,72.63749
TR-0155,Coimbatore,Tamil Nadu,R-076,Bus,Central,East,947,High,71,Moderate,34,0,48.91,6.71,Rain,2026-01-22 05:20:00,1,On Time,Source,1,11.01872,76.937425
TR-0272,Kochi,Kerala,R-076,Auto,North,South,429,Very High,3,Low,56,6,81.22,16.05,Cloudy,2026-08-03 04:08:00,0,Delayed,Source,1,9.968248,76.288813
TR-0325,Pune,Maharashtra,R-076,Bus,South,East,290,High,54,Severe,6,3,39.42,5.59,Clear,2026-04-02 22:44:00,1,On Time,Source,1,18.466761,73.852208
TR-0058,Hyderabad,Telangana,R-076,Metro,Central,East,,,,High,,,,,Cloudy,2026-03-27 19:32:00,,,Destination,2,17.392924,78.533442
TR-0136,Ahmedabad,Gujarat,R-076,Auto,East,West,,,,Moderate,,,,,Clear,2026-03-22 02:25:00,,,Destination,2,23.007428,72.524519
TR-0155,Coimbatore,Tamil Nadu,R-076,Bus,Central,East,,,,Moderate,,,,,Rain,2026-01-22 05:20:00,,,Destination,2,11.025048,77.026285
TR-0272,Kochi,Kerala,R-076,Auto,North,South,,,,Low,,,,,Cloudy,2026-08-03 04:08:00,,,Destination,2,9.891625,76.249793
TR-0325,Pune,Maharashtra,R-076,Bus,South,East,,,,Severe,,,,,Clear,2026-04-02 22:44:00,,,Destination,2,18.528142,73.910457
TR-0025,Coimbatore,Tamil Nadu,R-077,Metro,East,North,589,Very High,550,High,28,3,30.58,41.94,Hazy,2026-02-03 07:38:00,1,On Time,Source,1,11.030909,77.033738
TR-0082,Surat,Gujarat,R-077,Train,South,North,980,High,1731,Severe,5,7,17.63,44.4,Clear,2026-06-28 23:34:00,0,Delayed,Source,1,21.132127,72.835674
TR-0106,Pune,Maharashtra,R-077,Bus,South,North,577,High,52,High,23,30,34.73,26.7,Hazy,2026-01-19 11:07:00,0,Delayed,Source,1,18.442898,73.84808
TR-0167,Lucknow,Uttar Pradesh,R-077,Auto,East,North,581,Very High,3,High,27,16,36.46,18.04,Rain,2026-04-19 22:45:00,0,Delayed,Source,1,26.858325,80.981179
TR-0244,Hyderabad,Telangana,R-077,Bus,East,Central,663,Medium,60,Low,64,16,91.86,5.34,Cloudy,2026-01-19 18:55:00,0,Delayed,Source,1,17.38689,78.522841
TR-0301,Pune,Maharashtra,R-077,Metro,East,West,497,High,640,Severe,5,26,42.06,14.75,Rain,2026-04-25 16:29:00,0,Delayed,Source,1,18.535921,73.914418
TR-0310,Hyderabad,Telangana,R-077,Bus,Central,East,341,Medium,73,High,28,0,71.95,19.29,Hazy,2026-01-23 15:44:00,1,On Time,Source,1,17.383097,78.480856
TR-0468,Delhi,Delhi,R-077,Auto,Central,North,255,High,3,Moderate,36,29,80.57,39.24,Clear,2026-03-25 00:28:00,0,Delayed,Source,1,28.600935,77.194871
TR-0025,Coimbatore,Tamil Nadu,R-077,Metro,East,North,,,,High,,,,,Hazy,2026-02-03 07:38:00,,,Destination,2,11.075634,76.968119
TR-0082,Surat,Gujarat,R-077,Train,South,North,,,,Severe,,,,,Clear,2026-06-28 23:34:00,,,Destination,2,21.228519,72.850694
TR-0106,Pune,Maharashtra,R-077,Bus,South,North,,,,High,,,,,Hazy,2026-01-19 11:07:00,,,Destination,2,18.573478,73.874756
TR-0167,Lucknow,Uttar Pradesh,R-077,Auto,East,North,,,,High,,,,,Rain,2026-04-19 22:45:00,,,Destination,2,26.932055,80.963693
TR-0244,Hyderabad,Telangana,R-077,Bus,East,Central,,,,Low,,,,,Cloudy,2026-01-19 18:55:00,,,Destination,2,17.375475,78.488492
TR-0301,Pune,Maharashtra,R-077,Metro,East,West,,,,Severe,,,,,Rain,2026-04-25 16:29:00,,,Destination,2,18.50095,73.784968
TR-0310,Hyderabad,Telangana,R-077,Bus,Central,East,,,,High,,,,,Hazy,2026-01-23 15:44:00,,,Destination,2,17.402442,78.498715
TR-0468,Delhi,Delhi,R-077,Auto,Central,North,,,,Moderate,,,,,Clear,2026-03-25 00:28:00,,,Destination,2,28.663816,77.21313
TR-0003,Coimbatore,Tamil Nadu,R-078,Metro,West,East,501,Very High,770,High,28,22,56.88,57.86,Clear,2026-07-27 12:17:00,0,Delayed,Source,1,11.013593,76.892347
TR-0037,Surat,Gujarat,R-078,Taxi,West,Central,157,Very High,4,High,26,7,85.64,55.09,Clear,2026-02-15 04:20:00,0,Delayed,Source,1,21.170614,72.764862
TR-0282,Chennai,Tamil Nadu,R-078,E-Rickshaw,South,Central,125,High,5,Moderate,32,2,89.42,36.44,Cloudy,2026-01-02 14:22:00,1,On Time,Source,1,13.011318,80.252174
TR-0341,Bengaluru,Karnataka,R-078,Bus,East,North,624,High,58,Low,47,16,92.24,25.26,Hazy,2026-04-07 12:37:00,0,Delayed,Source,1,12.971791,77.653455
TR-0003,Coimbatore,Tamil Nadu,R-078,Metro,West,East,,,,High,,,,,Clear,2026-07-27 12:17:00,,,Destination,2,11.010265,77.006563
TR-0037,Surat,Gujarat,R-078,Taxi,West,Central,,,,High,,,,,Clear,2026-02-15 04:20:00,,,Destination,2,21.159694,72.833555
TR-0282,Chennai,Tamil Nadu,R-078,E-Rickshaw,South,Central,,,,Moderate,,,,,Cloudy,2026-01-02 14:22:00,,,Destination,2,13.051818,80.267015
TR-0341,Bengaluru,Karnataka,R-078,Bus,East,North,,,,Low,,,,,Hazy,2026-04-07 12:37:00,,,Destination,2,12.997756,77.621309
TR-0291,Visakhapatnam,Andhra Pradesh,R-079,Taxi,Central,North,452,Medium,4,Moderate,41,0,84.72,41.52,Clear,2026-01-23 07:31:00,1,On Time,Source,1,17.663564,83.194947
TR-0291,Visakhapatnam,Andhra Pradesh,R-079,Taxi,Central,North,,,,Moderate,,,,,Clear,2026-01-23 07:31:00,,,Destination,2,17.729624,83.220599
TR-0207,Bengaluru,Karnataka,R-080,Train,North,South,943,Medium,1629,High,15,11,81.16,26.16,Clear,2026-05-05 12:05:00,0,Delayed,Source,1,13.013929,77.604416
TR-0243,Kolkata,West Bengal,R-080,Auto,Central,North,828,High,3,Moderate,38,23,93.79,7.78,Cloudy,2026-07-01 04:55:00,0,Delayed,Source,1,22.560969,88.365756
TR-0257,Surat,Gujarat,R-080,Bus,West,Central,395,High,68,Low,64,3,26.94,15.13,Cloudy,2026-03-12 22:40:00,1,On Time,Source,1,21.156113,72.782102
TR-0352,Bengaluru,Karnataka,R-080,Train,Central,North,832,Very High,789,Low,63,3,33.82,44.12,Clear,2026-03-19 22:13:00,1,On Time,Source,1,12.971535,77.615183
TR-0375,Nagpur,Maharashtra,R-080,E-Rickshaw,South,East,656,Medium,5,Severe,10,7,70.96,20.93,Hazy,2026-03-21 10:31:00,0,Delayed,Source,1,21.086556,79.074698
TR-0403,Ahmedabad,Gujarat,R-080,Metro,Central,West,586,High,533,High,28,12,64.48,9.79,Cloudy,2026-03-19 11:32:00,0,Delayed,Source,1,23.021693,72.558504
TR-0207,Bengaluru,Karnataka,R-080,Train,North,South,,,,High,,,,,Clear,2026-05-05 12:05:00,,,Destination,2,12.896102,77.594418
TR-0243,Kolkata,West Bengal,R-080,Auto,Central,North,,,,Moderate,,,,,Cloudy,2026-07-01 04:55:00,,,Destination,2,22.642399,88.397581
TR-0257,Surat,Gujarat,R-080,Bus,West,Central,,,,Low,,,,,Cloudy,2026-03-12 22:40:00,,,Destination,2,21.153917,72.833778
TR-0352,Bengaluru,Karnataka,R-080,Train,Central,North,,,,Low,,,,,Clear,2026-03-19 22:13:00,,,Destination,2,13.017339,77.598221
TR-0375,Nagpur,Maharashtra,R-080,E-Rickshaw,South,East,,,,Severe,,,,,Hazy,2026-03-21 10:31:00,,,Destination,2,21.14775,79.129267
TR-0403,Ahmedabad,Gujarat,R-080,Metro,Central,West,,,,High,,,,,Cloudy,2026-03-19 11:32:00,,,Destination,2,23.003112,72.526638
TR-0007,Pune,Maharashtra,R-081,Bus,West,East,496,High,41,Moderate,39,26,64.86,32.65,Cloudy,2026-03-28 04:31:00,0,Delayed,Source,1,18.497245,73.812679
TR-0159,Pune,Maharashtra,R-081,Train,West,Central,482,High,1642,High,15,28,95.39,8.33,Cloudy,2026-04-22 00:54:00,0,Delayed,Source,1,18.510417,73.786379
TR-0165,Chennai,Tamil Nadu,R-081,Train,East,West,785,Very High,1576,Moderate,33,16,25.79,36.23,Clear,2026-07-07 13:30:00,0,Delayed,Source,1,13.11797,80.320983
TR-0189,Ahmedabad,Gujarat,R-081,Metro,West,South,687,Low,895,Moderate,33,12,85.35,12.01,Cloudy,2026-02-01 14:43:00,0,Delayed,Source,1,22.993394,72.52689
TR-0250,Lucknow,Uttar Pradesh,R-081,Bus,East,North,80,High,45,High,28,8,99.36,47.77,Cloudy,2026-02-21 10:58:00,0,Delayed,Source,1,26.839498,80.975939
TR-0336,Kolkata,West Bengal,R-081,Metro,East,North,838,Low,646,Moderate,34,12,74.5,43.83,Rain,2026-06-05 00:43:00,0,Delayed,Source,1,22.586111,88.407827
TR-0415,Kochi,Kerala,R-081,Metro,East,South,40,Medium,946,High,29,26,56.31,10.88,Rain,2026-03-05 23:06:00,0,Delayed,Source,1,9.932617,76.31397
TR-0441,Lucknow,Uttar Pradesh,R-081,Metro,East,South,455,High,1187,Severe,7,26,99.51,57.61,Hazy,2026-04-11 01:14:00,0,Delayed,Source,1,26.861456,81.003237
TR-0463,Lucknow,Uttar Pradesh,R-081,Train,West,North,352,Very High,1257,Moderate,35,12,13.22,43.74,Rain,2026-05-01 13:01:00,0,Delayed,Source,1,26.825888,80.878357
TR-0007,Pune,Maharashtra,R-081,Bus,West,East,,,,Moderate,,,,,Cloudy,2026-03-28 04:31:00,,,Destination,2,18.522407,73.905535
TR-0159,Pune,Maharashtra,R-081,Train,West,Central,,,,High,,,,,Cloudy,2026-04-22 00:54:00,,,Destination,2,18.533755,73.869632
TR-0165,Chennai,Tamil Nadu,R-081,Train,East,West,,,,Moderate,,,,,Clear,2026-07-07 13:30:00,,,Destination,2,13.094812,80.222743
TR-0189,Ahmedabad,Gujarat,R-081,Metro,West,South,,,,Moderate,,,,,Cloudy,2026-02-01 14:43:00,,,Destination,2,22.971985,72.574623
TR-0250,Lucknow,Uttar Pradesh,R-081,Bus,East,North,,,,High,,,,,Cloudy,2026-02-21 10:58:00,,,Destination,2,26.914705,80.944389
TR-0336,Kolkata,West Bengal,R-081,Metro,East,North,,,,Moderate,,,,,Rain,2026-06-05 00:43:00,,,Destination,2,22.640757,88.382228
TR-0415,Kochi,Kerala,R-081,Metro,East,South,,,,High,,,,,Rain,2026-03-05 23:06:00,,,Destination,2,9.881132,76.263627
TR-0441,Lucknow,Uttar Pradesh,R-081,Metro,East,South,,,,Severe,,,,,Hazy,2026-04-11 01:14:00,,,Destination,2,26.781542,80.943495
TR-0463,Lucknow,Uttar Pradesh,R-081,Train,West,North,,,,Moderate,,,,,Rain,2026-05-01 13:01:00,,,Destination,2,26.904593,80.935456
TR-0026,Surat,Gujarat,R-082,Metro,Central,South,253,High,805,High,20,29,59.93,10.01,Cloudy,2026-02-21 05:32:00,0,Delayed,Source,1,21.163985,72.841814
TR-0066,Visakhapatnam,Andhra Pradesh,R-082,Bus,Central,South,382,Very High,65,Moderate,30,16,84.78,52.55,Clear,2026-03-17 07:24:00,0,Delayed,Source,1,17.678008,83.224565
TR-0092,Jaipur,Rajasthan,R-082,Taxi,West,South,656,Very High,4,Moderate,38,25,60.58,24.03,Cloudy,2026-06-10 06:05:00,0,Delayed,Source,1,26.901198,75.729856
