Trip_ID,RouteID,StopID,Timestamp,Mode of Transport,Distance Traveled (In Miles),Frequency(Per Week),Start Location,End Location,Fuel Type,Fuel Efficiency,Monthly Emissions (kg CO2)
T767,645,15251,3/3/2024 15:50,Car,21,5,"Namakkal, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,26,142.15
T768,734,15762,3/3/2024 15:55,Car,2,1,"Chennai, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,28,2.51
T769,147,13674,3/3/2024 16:00,Car,3,3,"Karur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,24,13.2
T770,506,11197,3/3/2024 16:05,Car,14,5,"Tiruppur, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,21,117.33
T771,263,13814,3/3/2024 16:10,Car,4,3,"Nagercoil, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,26,16.25
T772,222,12409,3/3/2024 16:15,Car,12,4,"Madurai, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,21,80.46
T773,232,11904,3/3/2024 16:20,Bike,21,3,"Namakkal, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,25,88.7
T774,M44C,14295,3/3/2024 16:25,Car,18,3,"Tiruchirappalli, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,25,76.03
T775,T840,18642,3/3/2024 16:30,Car,2,4,"Sivakasi, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,24,11.73
T776,H20,13813,3/3/2024 16:35,Car,9,5,"Erode, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,23,68.87
T777,M44,18491,3/3/2024 16:40,Car,20,1,"Karur, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,28,25.14
T778,168,14011,3/3/2024 16:45,Car,15,2,"Coimbatore, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,27,39.11
T779,241,14149,3/3/2024 16:50,Car,8,5,"Nagapattinam, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,61.22
T780,B10,13324,3/3/2024 16:55,Car,10,4,"Nagercoil, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,24,58.67
T781,733,15333,3/3/2024 17:00,Car,6,5,"Namakkal, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,28,37.71
T782,224,13091,3/3/2024 17:05,Bike,16,2,"Vellore, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,30,37.55
T783,G10,13078,3/3/2024 17:10,Car,23,1,"Nagapattinam, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,25,32.38
T784,733,15492,3/3/2024 17:15,Bike,17,3,"Salem, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,24,74.8
T785,440,17730,3/3/2024 17:20,Car,3,1,"Dindigul, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,27,3.91
T786,H33,12803,3/3/2024 17:25,Car,16,5,"Kanchipuram, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,27,104.3
T787,262,14305,3/3/2024 17:30,Bike,20,5,"Kanchipuram, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,26,135.38
T788,273,12295,3/3/2024 17:35,Bike,24,5,"Tirunelveli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,30,140.8
T789,239,11915,3/3/2024 17:40,Car,4,1,"Namakkal, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,30,4.69
T790,300,14605,3/3/2024 17:45,Car,8,3,"Madurai, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,27,31.29
T791,174,12096,3/3/2024 17:50,Bike,3,5,"Nagapattinam, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,27,19.56
T792,178,12812,3/3/2024 17:55,Car,14,1,"Hosur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,23,21.43
T793,G10,13784,3/3/2024 18:00,Car,5,2,"Nagercoil, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,30,11.73
T794,502,16600,3/3/2024 18:05,Bike,1,2,"Sivakasi, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,29,2.43
T795,721,17119,3/3/2024 18:10,Car,17,4,"Namakkal, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,20,119.68
T796,T722,14416,3/3/2024 18:15,Car,23,5,"Thanjavur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,176.0
T797,502,10645,3/3/2024 18:20,Car,9,4,"Tirunelveli, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,21,60.34
T798,H22,16460,3/3/2024 18:25,Car,11,1,"Kanchipuram, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,26,14.89
T799,600,17727,3/3/2024 18:30,Car,15,5,"Dindigul, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,30,88.0
T800,G40,16594,3/3/2024 18:35,Car,8,1,"Karur, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,24,11.73
T801,147,13576,3/3/2024 18:40,Bike,1,4,"Namakkal, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,23,6.12
T802,J8,14964,3/3/2024 18:45,Car,9,5,"Cuddalore, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,23,68.87
T803,J2,17327,3/3/2024 18:50,Car,3,3,"Erode, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,20,15.84
T804,273,12680,3/3/2024 18:55,Car,16,4,"Cuddalore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,23,97.95
T805,H30,13373,3/3/2024 19:00,Car,18,3,"Hosur, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,27,70.4
T806,733,15782,3/3/2024 19:05,Car,21,2,"Sivakasi, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,22,67.2
T807,H30,13343,3/3/2024 19:10,Car,13,4,"Namakkal, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,30,61.01
T808,720H,17969,3/3/2024 19:15,Bike,19,5,"Chennai, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,30,111.47
T809,M44,14471,3/3/2024 19:20,Bike,12,4,"Nagapattinam, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,23,73.46
T810,861,13745,3/3/2024 19:25,Car,10,2,"Erode, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,25,28.16
T811,254,12889,3/3/2024 19:30,Bike,25,3,"Hosur, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,25,105.6
T812,237,12699,3/3/2024 19:35,Bike,17,2,"Hosur, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,28,42.74
T813,168,13828,3/3/2024 19:40,Car,9,5,"Coimbatore, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,24,66.0
T814,208,12424,3/3/2024 19:45,Bike,14,5,"Nagercoil, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,29,84.97
T815,C1G,13365,3/3/2024 19:50,Bike,16,2,"Tiruchirappalli, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,30,37.55
T816,B10,13312,3/3/2024 19:55,Car,16,5,"Chennai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,27,104.3
T817,271,12630,3/3/2024 20:00,Car,14,1,"Thanjavur, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,30,16.43
T818,G10,14964,3/3/2024 20:05,Bike,17,4,"Thanjavur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,27,88.65
T819,300,12657,3/3/2024 20:10,Car,13,3,"Madurai, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,29,47.34
T820,118,12928,3/3/2024 20:15,Bike,12,1,"Tiruchirappalli, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,27,15.64
T821,202,11836,3/3/2024 20:20,Car,19,4,"Namakkal, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,26,102.89
T822,542,11263,3/3/2024 20:25,Car,4,3,"Chennai, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,26,16.25
T823,720,14221,3/3/2024 20:30,Car,8,4,"Cuddalore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,29,38.84
T824,157,12885,3/3/2024 20:35,Car,11,4,"Nagercoil, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,20,77.44
T825,178,13300,3/3/2024 20:40,Car,1,2,"Salem, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,24,2.93
T826,202F,16279,3/3/2024 20:45,Car,8,5,"Kanchipuram, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,26,54.15
T827,168,13728,3/3/2024 20:50,Car,21,1,"Tirunelveli, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,22,33.6
T828,725,15814,3/3/2024 20:55,Car,16,5,"Sivakasi, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,25,112.64
T829,541X,11074,3/3/2024 21:00,Car,3,5,"Nagapattinam, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,28,18.86
T830,157,12359,3/3/2024 21:05,Bike,25,2,"Karur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,26,67.69
T831,646,15102,3/3/2024 21:10,Bike,13,5,"Dindigul, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,30,76.27
T832,J2,13531,3/3/2024 21:15,Car,2,1,"Dindigul, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,29,2.43
T833,753H,17072,3/3/2024 21:20,Car,1,2,"Salem, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,23,3.06
T834,401,10515,3/3/2024 21:25,Car,22,4,"Tiruchirappalli, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,23,134.68
T835,M44,14824,3/3/2024 21:30,Car,20,1,"Sivakasi, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,22,32.0
T836,265,14767,3/3/2024 21:35,Car,24,3,"Kanchipuram, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,28,90.51
T837,H30,12894,3/3/2024 21:40,Bike,15,4,"Nagapattinam, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,27,78.22
T838,178,12572,3/3/2024 21:45,Bike,16,1,"Nagercoil, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,22,25.6
T839,557X,11874,3/3/2024 21:50,Car,21,5,"Kanchipuram, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,27,136.89
T840,208B,12773,3/3/2024 21:55,Car,20,1,"Nagercoil, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,29,24.28
T841,200,14273,3/3/2024 22:00,Bike,10,1,"Madurai, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,24,14.67
T842,118,11757,3/3/2024 22:05,Car,5,3,"Thanjavur, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,28,18.86
T843,G40,14919,3/3/2024 22:10,Car,24,5,"Kanchipuram, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,27,156.44
T844,203,16279,3/3/2024 22:15,Car,20,3,"Karur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,26,81.23
T845,281,12167,3/3/2024 22:20,Car,20,5,"Coimbatore, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,27,130.37
T846,H30,12855,3/3/2024 22:25,Car,19,4,"Cuddalore, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,25,107.01
T847,150,12952,3/3/2024 22:30,Car,13,4,"Hosur, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,30,61.01
T848,721F,16005,3/3/2024 22:35,Bike,13,5,"Thoothukudi, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,24,95.33
T849,G10C,13078,3/3/2024 22:40,Car,23,5,"Hosur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,24,168.67
T850,401,17856,3/3/2024 22:45,Bike,25,1,"Coimbatore, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,28,31.43
T851,502,10787,3/3/2024 22:50,Car,6,5,"Thanjavur, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,25,42.24
T852,B10,13193,3/3/2024 22:55,Car,18,1,"Cuddalore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,23,27.55
T853,H22,13247,3/3/2024 23:00,Car,24,1,"Erode, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,26,32.49
T854,751,17084,3/3/2024 23:05,Car,13,5,"Vellore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,24,95.33
T855,232,12311,3/3/2024 23:10,Car,3,3,"Dindigul, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,29,10.92
T856,543,10910,3/3/2024 23:15,Bike,15,1,"Thoothukudi, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,24,22.0
T857,265,15166,3/3/2024 23:20,Car,4,4,"Thanjavur, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,23,24.49
T858,720H,14950,3/3/2024 23:25,Bike,11,3,"Tiruchirappalli, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,21,55.31
T859,190,13708,3/3/2024 23:30,Bike,1,2,"Tirunelveli, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,22,3.2
T860,H30,13337,3/3/2024 23:35,Bike,2,4,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,27,10.43
T861,273,13036,3/3/2024 23:40,Car,14,1,"Sivakasi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,26,18.95
T862,M44T,13453,3/3/2024 23:45,Car,7,3,"Hosur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,24,30.8
T863,W90,13824,3/3/2024 23:50,Car,8,3,"Chennai, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,27,31.29
T864,867,14596,3/3/2024 23:55,Car,19,4,"Sivakasi, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,20,133.76
T865,251,12496,3/4/2024 0:00,Car,14,3,"Sivakasi, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,20,73.92
T866,230,12483,3/4/2024 0:05,Bike,11,4,"Chennai, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,20,77.44
T867,506,11010,3/4/2024 0:10,Car,11,4,"Cuddalore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,20,77.44
T868,202F,16279,3/4/2024 0:15,Car,15,1,"Salem, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,20,26.4
T869,G10B,11796,3/4/2024 0:20,Car,5,4,"Tirunelveli, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,29,24.28
T870,222,11182,3/4/2024 0:25,Car,12,2,"Erode, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,30,28.16
T871,190,14391,3/4/2024 0:30,Car,4,1,"Karur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,26,5.42
T872,G10,12135,3/4/2024 0:35,Car,16,3,"Thoothukudi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,21,80.46
T873,230,13049,3/4/2024 0:40,Car,4,5,"Tiruppur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,23,30.61
T874,G10B,11672,3/4/2024 0:45,Car,3,1,"Tiruchirappalli, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,22,4.8
T875,281K,13077,3/4/2024 0:50,Car,22,4,"Hosur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,30,103.25
T876,222,12665,3/4/2024 0:55,Bike,13,4,"Madurai, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,24,76.27
T877,400,10290,3/4/2024 1:00,Car,11,5,"Coimbatore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,27,71.7
T878,G10,12441,3/4/2024 1:05,Car,23,2,"Tirunelveli, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,22,73.6
T879,232,12315,3/4/2024 1:10,Car,8,2,"Thoothukudi, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,24.49
T880,411,10450,3/4/2024 1:15,Car,21,1,"Chennai, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,29,25.49
T881,171,14229,3/4/2024 1:20,Car,22,2,"Tiruppur, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,23,67.34
T882,864F,18642,3/4/2024 1:25,Car,16,4,"Salem, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,24,93.87
T883,190,14402,3/4/2024 1:30,Car,17,5,"Nagercoil, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,20,149.6
T884,M44,11049,3/4/2024 1:35,Car,9,4,"Namakkal, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,25,50.69
T885,B10,13239,3/4/2024 1:40,Car,2,2,"Thoothukudi, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,27,5.21
T886,H22,13348,3/4/2024 1:45,Car,10,2,"Erode, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,20,35.2
T887,733,15337,3/4/2024 1:50,Car,18,3,"Salem, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,26,73.11
T888,557,11544,3/4/2024 1:55,Car,22,2,"Tiruchirappalli, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,30,51.63
T889,287,13297,3/4/2024 2:00,Car,12,1,"Dindigul, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,21,20.11
T890,506,11948,3/4/2024 2:05,Car,19,3,"Dindigul, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,22,91.2
T891,174,12464,3/4/2024 2:10,Car,1,1,"Kanchipuram, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,25,1.41
T892,147,13579,3/4/2024 2:15,Car,19,1,"Tirunelveli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,22,30.4
T893,W90,12520,3/4/2024 2:20,Car,2,3,"Vellore, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,27,7.82
T894,241,13798,3/4/2024 2:25,Bike,5,5,"Tiruppur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,30,29.33
T895,451,18125,3/4/2024 2:30,Car,4,4,"Salem, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,21,26.82
T896,252,13078,3/4/2024 2:35,Car,13,4,"Hosur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,28,65.37
T897,232,12308,3/4/2024 2:40,Car,15,3,"Namakkal, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,22,72.0
T898,174,12760,3/4/2024 2:45,Car,7,4,"Cuddalore, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,24,41.07
T899,118,12858,3/4/2024 2:50,Car,3,4,"Thoothukudi, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,20,21.12
T900,H30,12910,3/4/2024 2:55,Car,21,2,"Salem, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,27,54.76
T901,254X,16287,3/4/2024 3:00,Car,10,5,"Nagercoil, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,24,73.33
T902,652,11304,3/4/2024 3:05,Car,24,2,"Erode, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,27,62.58
T903,281,13077,3/4/2024 3:10,Car,6,2,"Tiruchirappalli, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,23,18.37
T904,117,11623,3/4/2024 3:15,Bike,15,1,"Tiruppur, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,29,18.21
T905,W90,14950,3/4/2024 3:20,Car,4,3,"Madurai, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,20,21.12
T906,753,17084,3/4/2024 3:25,Bike,10,1,"Kanchipuram, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,21,16.76
T907,147,13282,3/4/2024 3:30,Car,11,3,"Erode, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,23,50.5
T908,502,10587,3/4/2024 3:35,Car,22,3,"Chennai, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,21,110.63
T909,157X,13292,3/4/2024 3:40,Bike,13,3,"Coimbatore, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,22,62.4
T910,190,13483,3/4/2024 3:45,Car,25,4,"Tirunelveli, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,153.04
T911,725,15769,3/4/2024 3:50,Car,21,2,"Thanjavur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,30,49.28
T912,H22L,16390,3/4/2024 3:55,Car,10,3,"Chennai, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,23,45.91
T913,741,16029,3/4/2024 4:00,Bike,17,1,"Karur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,26,23.02
T914,M44,10987,3/4/2024 4:05,Car,1,4,"Madurai, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,23,6.12
T915,M44G,14760,3/4/2024 4:10,Car,6,5,"Nagapattinam, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,26,40.62
T916,C1,11378,3/4/2024 4:15,Car,18,2,"Namakkal, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,26,48.74
T917,560P,10998,3/4/2024 4:20,Car,25,5,"Nagapattinam, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,28,157.14
T918,734,16020,3/4/2024 4:25,Bike,19,2,"Erode, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,24,55.73
T919,203F,11778,3/4/2024 4:30,Car,6,1,"Nagercoil, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,21,10.06
T920,287,16487,3/4/2024 4:35,Car,11,4,"Karur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,26,59.57
T921,203,12322,3/4/2024 4:40,Bike,14,3,"Vellore, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,21,70.4
T922,G10,13003,3/4/2024 4:45,Car,25,2,"Kanchipuram, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,25,70.4
T923,J1,13516,3/4/2024 4:50,Car,4,3,"Hosur, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,25,16.9
T924,235,13353,3/4/2024 4:55,Bike,9,1,"Hosur, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,24,13.2
T925,239,12577,3/4/2024 5:00,Car,15,4,"Erode, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,23,91.83
T926,506,11113,3/4/2024 5:05,Car,12,3,"Thanjavur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,28,45.26
T927,B12,13008,3/4/2024 5:10,Car,12,2,"Madurai, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,27,31.29
T928,222,12171,3/4/2024 5:15,Bike,4,5,"Sivakasi, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,23,30.61
T929,157,11454,3/4/2024 5:20,Car,21,2,"Thoothukudi, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,24,61.6
T930,451,17922,3/4/2024 5:25,Bike,23,1,"Tirunelveli, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,28,28.91
T931,681,15429,3/4/2024 5:30,Car,6,2,"Tirunelveli, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,30,14.08
T932,G40,17353,3/4/2024 5:35,Car,17,2,"Namakkal, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,25,47.87
T933,237,11890,3/4/2024 5:40,Car,1,3,"Erode, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,24,4.4
T934,263,14292,3/4/2024 5:45,Car,24,4,"Tiruppur, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,27,125.16
T935,H22,13327,3/4/2024 5:50,Car,10,2,"Tiruchirappalli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,27,26.07
T936,452,10189,3/4/2024 5:55,Car,22,1,"Madurai, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,26,29.78
T937,H22,13354,3/4/2024 6:00,Car,24,5,"Nagercoil, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,30,140.8
T938,N4,13820,3/4/2024 6:05,Car,16,2,"Tiruppur, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,30,37.55
T939,600,15073,3/4/2024 6:10,Car,14,5,"Tirunelveli, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,27,91.26
T940,232,11808,3/4/2024 6:15,Car,11,1,"Thoothukudi, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,27,14.34
T941,W90,14592,3/4/2024 6:20,Car,20,5,"Erode, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,23,153.04
T942,224,12288,3/4/2024 6:25,Bike,23,3,"Thanjavur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,30,80.96
T943,513,17537,3/4/2024 6:30,Bike,12,1,"Kanchipuram, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,29,14.57
T944,H20,16364,3/4/2024 6:35,Car,12,3,"Hosur, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,20,63.36
T945,628,18046,3/4/2024 6:40,Car,5,5,"Tiruchirappalli, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,23,38.26
T946,229,11168,3/4/2024 6:45,Car,18,5,"Salem, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,21,150.86
T947,C1,17172,3/4/2024 6:50,Car,25,2,"Thanjavur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,26,67.69
T948,C1,12129,3/4/2024 6:55,Car,10,2,"Nagapattinam, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,30,23.47
T949,J8,17747,3/4/2024 7:00,Car,5,5,"Tirunelveli, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,24,36.67
T950,232,16291,3/4/2024 7:05,Car,15,5,"Kanchipuram, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,23,114.78
T951,271,12347,3/4/2024 7:10,Bike,20,3,"Chennai, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,23,91.83
T952,230,11735,3/4/2024 7:15,Car,23,5,"Karur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,20,202.4
T953,273,12613,3/4/2024 7:20,Car,21,3,"Thoothukudi, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,23,96.42
T954,749,17700,3/4/2024 7:25,Car,10,1,"Vellore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,27,13.04
T955,H21,16386,3/4/2024 7:30,Car,9,3,"Nagapattinam, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,22,43.2
T956,B10,12925,3/4/2024 7:35,Car,4,3,"Erode, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,30,14.08
T957,H30,16336,3/4/2024 7:40,Car,23,4,"Kanchipuram, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,30,107.95
T958,864,14916,3/4/2024 7:45,Car,1,1,"Karur, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,23,1.53
