Weather_ID,Date and time,Summary,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Cloud Cover,Pressure (millibars)
W212,2024-03-01 17:35:00,Mostly Cloudy,15.13888888888889,15.13888888888889,0.61,10.8997,310,9.982,0.609,1011.5
W213,2024-03-01 17:40:00,Mostly Cloudy,13.25,13.25,0.69,4.717300000000001,325,9.982,0.71,1011.76
W214,2024-03-01 17:45:00,Partly Cloudy,12.294444444444444,12.294444444444444,0.72,4.6690000000000005,282,9.982,0.708,1012.01
W215,2024-03-01 17:50:00,Partly Cloudy,10.699999999999998,10.699999999999998,0.79,3.5742000000000007,281,15.826300000000002,0.714,1012.31
W216,2024-03-01 17:55:00,Partly Cloudy,9.855555555555558,9.388888889,0.85,5.7477,274,14.9569,0.807,1012.51
W217,2024-03-01 18:00:00,Partly Cloudy,9.522222222222222,7.861111111111111,0.88,11.27,280,11.9784,0.826,1012.52
W218,2024-03-01 18:05:00,Partly Cloudy,8.405555555555557,8.405555555555557,0.92,3.1234,255,11.9784,0.88,1012.61
W219,2024-03-01 18:10:00,Mostly Cloudy,13.011111111111113,13.011111111111113,0.82,9.6278,46,14.9569,0.734,1011.27
W220,2024-03-01 18:15:00,Partly Cloudy,7.733333333333334,7.733333333333334,0.96,3.4293,277,4.2987,0.874,1012.54
W221,2024-03-01 18:20:00,Partly Cloudy,6.138888888888888,6.138888888888888,0.96,3.3488,284,4.1216,0.9,1012.44
W222,2024-03-01 18:25:00,Partly Cloudy,6.472222222222221,6.472222222222221,0.95,2.9946,283,4.7656,0.908,1012.62
W223,2024-03-01 18:30:00,Foggy,6.627777777777777,6.627777777777777,0.96,3.3005,313,2.9302,0.922,1012.75
W224,2024-03-01 18:35:00,Clear,8.688888889,8.688888889,0.93,1.4329,290,5.8443000000000005,0.33,1012.96
W225,2024-03-01 18:40:00,Partly Cloudy,11.994444444444447,11.994444444444447,0.81,2.415,345,9.6117,0.779,1013.38
W226,2024-03-01 18:45:00,Partly Cloudy,13.766666666666667,13.766666666666667,0.78,4.1538,16,9.6761,0.763,1013.14
W227,2024-03-01 18:50:00,Partly Cloudy,15.088888888888889,15.088888888888889,0.77,7.3738,332,9.9015,0.843,1013.33
W228,2024-03-01 18:55:00,Partly Cloudy,16.455555555555556,16.455555555555556,0.68,7.808499999999999,350,11.0768,0.759,1013.56
W229,2024-03-01 19:00:00,Partly Cloudy,17.31111111111111,17.31111111111111,0.62,7.3738,330,11.27,0.616,1013.61
W230,2024-03-01 19:05:00,Partly Cloudy,17.872222222222224,17.872222222222224,0.64,8.372000000000002,12,11.27,0.647,1013.11
W231,2024-03-01 19:10:00,Partly Cloudy,19.038888888888884,19.038888888888884,0.47,7.0679,39,11.4471,0.509,1012.69
W232,2024-03-01 19:15:00,Partly Cloudy,18.97777777777777,18.97777777777777,0.51,10.8675,3,11.27,0.566,1012.2
W233,2024-03-01 19:20:00,Partly Cloudy,19.00555555555555,19.00555555555555,0.55,4.8139,9,11.2056,0.622,1011.7
W234,2024-03-01 19:25:00,Mostly Cloudy,19.01111111111111,19.01111111111111,0.53,4.7978000000000005,33,11.3988,0.647,1011.4
W235,2024-03-01 19:30:00,Mostly Cloudy,17.866666666666664,17.866666666666664,0.64,10.9319,24,11.2056,0.63,1011.32
W236,2024-03-01 19:35:00,Mostly Cloudy,17.266666666666666,17.266666666666666,0.62,10.851400000000002,33,9.982,0.633,1011.23
W237,2024-03-01 19:40:00,Mostly Cloudy,16.188888888888886,16.188888888888886,0.61,5.0876,25,10.3523,0.57,1011.5
W238,2024-03-01 19:45:00,Mostly Cloudy,14.883333333333333,14.883333333333333,0.72,9.177,32,9.982,0.711,1012.05
W239,2024-03-01 19:50:00,Mostly Cloudy,14.327777777777776,14.327777777777776,0.75,10.9319,31,15.826300000000002,0.652,1012.15
W240,2024-03-01 19:55:00,Overcast,14.511111111111113,14.511111111111113,0.75,6.3756,47,14.9569,0.845,1012.09
W241,2024-03-01 20:00:00,Overcast,14.372222222222222,14.372222222222222,0.75,6.5366,67,15.826300000000002,0.826,1011.83
W242,2024-03-01 20:05:00,Overcast,14.877777777777778,14.877777777777778,0.72,14.2163,60,15.826300000000002,0.84,1011.45
W243,2024-03-01 20:10:00,Foggy,10.405555555555551,10.405555555555551,0.92,3.6064000000000007,144,2.0125,0.818,1012.05
W244,2024-03-01 20:15:00,Overcast,12.82222222222222,12.82222222222222,0.83,8.4364,57,11.2056,0.88,1011.18
W245,2024-03-01 20:20:00,Overcast,12.8,12.8,0.85,14.425600000000005,31,14.9086,1.0,1010.07
W246,2024-03-01 20:25:00,Overcast,12.82777777777778,12.82777777777778,0.86,13.894300000000005,12,14.168000000000005,0.882,1009.83
W247,2024-03-01 20:30:00,Overcast,12.266666666666666,12.266666666666666,0.85,15.778000000000002,12,11.2056,0.907,1009.8
W248,2024-03-01 20:35:00,Overcast,12.266666666666666,12.266666666666666,0.85,15.5848,2,11.27,1.0,1009.99
W249,2024-03-01 20:40:00,Mostly Cloudy,12.183333333333334,12.183333333333334,0.82,12.380900000000002,11,11.0768,0.886,1010.21
W250,2024-03-01 20:45:00,Overcast,12.17222222222222,12.17222222222222,0.8,20.3826,11,11.27,0.878,1010.41
W251,2024-03-01 20:50:00,Overcast,12.711111111111112,12.711111111111112,0.83,22.0892,19,11.27,0.924,1010.33
W252,2024-03-01 20:55:00,Mostly Cloudy,15.605555555555558,15.605555555555558,0.78,22.3468,18,10.3523,0.757,1010.43
W253,2024-03-01 21:00:00,Mostly Cloudy,16.022222222222226,16.022222222222226,0.78,18.064200000000003,20,11.2056,0.805,1010.29
W254,2024-03-01 21:05:00,Mostly Cloudy,17.200000000000003,17.200000000000003,0.67,17.6456,48,11.2056,0.637,1010.1
W255,2024-03-01 21:10:00,Overcast,17.21666666666667,17.21666666666667,0.71,14.0875,46,11.0285,0.854,1009.96
W256,2024-03-01 21:15:00,Mostly Cloudy,17.82777777777778,17.82777777777778,0.69,13.4113,29,11.2056,0.715,1009.86
W257,2024-03-01 21:20:00,Mostly Cloudy,17.82777777777778,17.82777777777778,0.69,14.6188,19,11.2056,0.702,1009.47
W258,2024-03-01 21:25:00,Partly Cloudy,17.733333333333334,17.733333333333334,0.69,9.2414,340,11.0285,0.671,1009.63
W259,2024-03-01 21:30:00,Mostly Cloudy,16.272222222222222,16.272222222222222,0.71,23.0713,39,11.2056,0.694,1009.39
W260,2024-03-01 21:35:00,Overcast,13.166666666666668,13.166666666666668,0.93,3.7674,335,5.216400000000001,0.974,1011.07
W261,2024-03-01 21:40:00,Overcast,13.255555555555556,13.255555555555556,0.93,3.1395,228,8.05,0.999,1011.23
W262,2024-03-01 21:45:00,Overcast,13.011111111111113,13.011111111111113,0.93,10.3362,274,9.982,0.985,1011.35
W263,2024-03-01 21:50:00,Mostly Cloudy,12.455555555555556,12.455555555555556,0.91,5.796,310,14.9086,0.797,1011.67
W264,2024-03-01 21:55:00,Mostly Cloudy,12.488888888888887,12.488888888888887,0.9,9.8854,315,14.586600000000002,0.762,1011.76
W265,2024-03-01 22:00:00,Mostly Cloudy,9.555555555555555,8.850000000000001,0.8,6.488300000000001,146,15.826300000000002,0.755,1015.68
W266,2024-03-01 22:05:00,Mostly Cloudy,10.622222222222222,10.622222222222222,0.79,14.023100000000005,160,15.826300000000002,0.767,1015.41
W267,2024-03-01 22:10:00,Partly Cloudy,8.722222222222223,8.722222222222223,0.93,4.5724,40,11.3988,0.84,1014.98
W268,2024-03-01 22:15:00,Mostly Cloudy,10.533333333333337,10.533333333333337,0.77,10.7709,143,15.826300000000002,0.731,1015.18
W269,2024-03-01 22:20:00,Mostly Cloudy,9.444444444444445,8.705555555555556,0.83,6.5366,133,15.826300000000002,0.754,1014.7
W270,2024-03-01 22:25:00,Mostly Cloudy,9.888888888888888,9.327777777777776,0.83,6.0858,163,14.9569,0.756,1014.64
W271,2024-03-01 22:30:00,Mostly Cloudy,10.366666666666664,10.366666666666664,0.78,10.706500000000002,136,15.826300000000002,0.694,1014.31
W272,2024-03-01 22:35:00,Partly Cloudy,8.888888889,7.233333333333336,0.89,10.4972,158,11.2056,0.829,1014.63
W273,2024-03-01 22:40:00,Partly Cloudy,9.977777778,8.994444444444444,0.84,8.0017,151,11.0285,0.784,1014.82
W274,2024-03-01 22:45:00,Mostly Cloudy,12.2,12.2,0.73,2.4633000000000003,355,9.982,0.815,1014.82
W275,2024-03-01 22:50:00,Mostly Cloudy,13.961111111111112,13.961111111111112,0.67,9.3058,123,9.982,0.758,1015.0
W276,2024-03-01 22:55:00,Mostly Cloudy,14.944444444444445,14.944444444444445,0.67,7.1645,132,10.3523,0.705,1014.9
W277,2024-03-01 23:00:00,Mostly Cloudy,16.183333333333334,16.183333333333334,0.71,11.753,199,9.982,0.677,1014.35
W278,2024-03-01 23:05:00,Partly Cloudy,16.366666666666667,16.366666666666667,0.61,7.1323,227,11.27,0.604,1014.51
W279,2024-03-01 23:10:00,Partly Cloudy,17.372222222222224,17.372222222222224,0.57,3.6225,251,11.4471,0.671,1014.32
W280,2024-03-01 23:15:00,Partly Cloudy,17.672222222222224,17.672222222222224,0.51,1.7549,156,11.27,0.604,1013.93
W281,2024-03-01 23:20:00,Partly Cloudy,17.72222222222222,17.72222222222222,0.53,8.6779,113,11.27,0.623,1013.45
W282,2024-03-01 23:25:00,Partly Cloudy,16.238888888888887,16.238888888888887,0.61,2.8336,261,11.3988,0.578,1013.43
W283,2024-03-01 23:30:00,Mostly Cloudy,14.066666666666666,14.066666666666666,0.71,9.2414,357,11.2056,0.744,1013.58
W284,2024-03-01 23:35:00,Partly Cloudy,13.955555555555556,13.955555555555556,0.76,7.422100000000001,147,11.2056,0.751,1013.24
W285,2024-03-01 23:40:00,Partly Cloudy,12.288888888888888,12.288888888888888,0.8,3.5420000000000007,161,11.0285,0.715,1013.7
W286,2024-03-01 23:45:00,Partly Cloudy,10.02222222222222,10.02222222222222,0.86,3.1073,149,9.9015,0.786,1014.14
W287,2024-03-01 23:50:00,Partly Cloudy,9.377777777777778,8.649999999999999,0.86,6.44,190,15.6009,0.779,1014.34
W288,2024-03-01 23:55:00,Partly Cloudy,9.416666666666668,9.416666666666668,0.9,4.6046000000000005,138,14.715400000000002,0.796,1014.6
W289,2024-03-02 00:00:00,Partly Cloudy,11.827777777777776,11.827777777777776,0.92,3.0268,311,15.826300000000002,0.777,1011.68
W290,2024-03-02 00:05:00,Foggy,10.761111111111113,10.761111111111113,0.91,5.1681,178,0.6118,0.888,1011.98
W291,2024-03-02 00:10:00,Mostly Cloudy,12.155555555555557,12.155555555555557,0.95,2.8497000000000003,298,3.6386,0.875,1015.64
W292,2024-03-02 00:15:00,Foggy,9.672222222,9.188888888888888,0.94,5.7155000000000005,123,0.6118,0.917,1012.26
W293,2024-03-02 00:20:00,Foggy,8.15,7.15,0.94,6.7620000000000005,10,0.6118,0.976,1012.63
W294,2024-03-02 00:25:00,Foggy,10.2,10.2,0.95,5.618900000000001,133,1.1109,0.808,1012.62
W295,2024-03-02 00:30:00,Foggy,10.116666666666667,10.116666666666667,0.99,2.254,127,0.5152,0.925,1012.85
W296,2024-03-02 00:35:00,Foggy,10.16111111111111,10.16111111111111,0.99,0.3381,81,0.4347,0.942,1013.61
W297,2024-03-02 00:40:00,Foggy,11.244444444444447,11.244444444444447,0.98,2.7531000000000003,358,0.6923,0.936,1013.9
W298,2024-03-02 00:45:00,Foggy,12.244444444444444,12.244444444444444,0.99,2.254,152,2.2057,0.9,1014.31
W299,2024-03-02 00:50:00,Overcast,13.91111111111111,13.91111111111111,0.92,8.0983,135,4.2021,0.957,1014.43
W300,2024-03-02 00:55:00,Partly Cloudy,15.616666666666667,15.616666666666667,0.82,2.2862,153,6.3112,0.803,1014.73
W301,2024-03-02 01:00:00,Partly Cloudy,15.072222222222225,15.072222222222225,0.86,3.2844,120,6.3434,0.881,1014.92
W302,2024-03-02 01:05:00,Partly Cloudy,15.072222222222225,15.072222222222225,0.82,7.5992,162,8.1949,0.718,1014.73
W303,2024-03-02 01:10:00,Overcast,14.266666666666667,14.266666666666667,0.87,10.5616,134,6.8908000000000005,1.0,1014.92
W304,2024-03-02 01:15:00,Mostly Cloudy,16.016666666666666,16.016666666666666,0.81,6.6654,115,7.2772,0.764,1014.76
W305,2024-03-02 01:20:00,Overcast,15.02777777777778,15.02777777777778,0.86,7.711900000000001,139,7.2772,0.97,1014.37
W306,2024-03-02 01:25:00,Overcast,13.944444444444445,13.944444444444445,0.89,7.2772,152,6.3112,0.955,1014.83
W307,2024-03-02 01:30:00,Overcast,12.916666666666666,12.916666666666666,0.95,11.4793,310,4.7495,1.0,1015.11
W308,2024-03-02 01:35:00,Overcast,12.894444444444446,12.894444444444446,0.95,5.2808,347,5.216400000000001,1.0,1015.14
W309,2024-03-02 01:40:00,Overcast,12.4,12.4,0.98,2.3506,72,5.828200000000001,1.0,1015.5
W310,2024-03-02 01:45:00,Clear,12.266666666666666,12.266666666666666,0.99,8.05,320,6.1985,0.457,1015.76
W311,2024-03-02 01:50:00,Mostly Cloudy,12.22222222222222,12.22222222222222,0.96,6.1985,349,6.1985,0.92,1016.35
W312,2024-03-02 01:55:00,Mostly Cloudy,11.25,11.25,0.96,2.7692,335,3.8318,0.91,1016.38
W313,2024-03-02 02:00:00,Mostly Cloudy,11.52777777777778,11.52777777777778,0.96,3.1556,358,4.508,0.956,1016.43
W314,2024-03-02 02:05:00,Foggy,11.538888888888891,11.538888888888891,0.96,5.9892,301,3.1234,0.914,1016.56
W315,2024-03-02 02:10:00,Foggy,9.438888889,8.850000000000001,0.96,5.9731000000000005,326,1.8032000000000004,0.946,1017.23
W316,2024-03-02 02:15:00,Overcast,11.43888888888889,11.43888888888889,0.96,6.279,340,3.880100000000001,1.0,1016.17
W317,2024-03-02 02:20:00,Overcast,11.394444444444442,11.394444444444442,0.96,6.44,350,3.864,1.0,1016.25
W318,2024-03-02 02:25:00,Overcast,11.52777777777778,11.52777777777778,0.96,6.423900000000001,332,3.2522,1.0,1016.13
W319,2024-03-02 02:30:00,Foggy,11.949999999999998,11.949999999999998,0.93,4.83,340,0.6440000000000001,0.936,1016.17
W320,2024-03-02 02:35:00,Foggy,11.97222222222222,11.97222222222222,1.0,9.66,10,1.2558,0.88,1016.45
W321,2024-03-02 02:40:00,Foggy,12.633333333333336,12.633333333333336,0.96,7.6636,7,2.3506,0.929,1016.94
W322,2024-03-02 02:45:00,Overcast,12.755555555555556,12.755555555555556,0.96,7.969500000000001,1,4.025,1.0,1017.06
W323,2024-03-02 02:50:00,Overcast,13.844444444444443,13.844444444444443,0.9,7.921200000000001,30,4.4919,1.0,1017.45
W324,2024-03-02 02:55:00,Overcast,13.172222222222224,13.172222222222224,0.94,10.3845,8,6.262900000000001,1.0,1017.77
W325,2024-03-02 03:00:00,Mostly Cloudy,15.066666666666666,15.066666666666666,0.86,8.1466,345,6.1985,0.885,1017.73
W326,2024-03-02 03:05:00,Partly Cloudy,17.244444444444444,17.244444444444444,0.75,7.1645,308,11.27,0.744,1017.53
W327,2024-03-02 03:10:00,Partly Cloudy,16.316666666666666,16.316666666666666,0.76,13.3469,352,11.0285,0.662,1017.31
W328,2024-03-02 03:15:00,Partly Cloudy,17.383333333333333,17.383333333333333,0.74,13.6206,353,11.27,0.707,1016.82
W329,2024-03-02 03:20:00,Mostly Cloudy,15.272222222222224,15.272222222222224,0.76,8.2754,85,11.27,0.68,1016.6
W330,2024-03-02 03:25:00,Partly Cloudy,17.45555555555556,17.45555555555556,0.72,5.2808,49,11.0768,0.68,1016.39
W331,2024-03-02 03:30:00,Partly Cloudy,16.22222222222222,16.22222222222222,0.77,11.1573,21,11.27,0.789,1016.33
W332,2024-03-02 03:35:00,Partly Cloudy,15.083333333333334,15.083333333333334,0.82,3.6869,23,11.27,0.783,1016.52
W333,2024-03-02 03:40:00,Partly Cloudy,13.994444444444444,13.994444444444444,0.88,1.1431,35,9.6278,0.775,1016.81
W334,2024-03-02 03:45:00,Partly Cloudy,12.17222222222222,12.17222222222222,0.92,0.6601,30,8.1305,0.799,1017.34
W335,2024-03-02 03:50:00,Foggy,11.08888888888889,11.08888888888889,0.95,4.8461,56,1.0626000000000002,0.908,1017.54
W336,2024-03-02 03:55:00,Foggy,11.094444444444443,11.094444444444443,0.95,3.381,11,1.7871000000000004,0.853,1017.43
W337,2024-03-02 04:00:00,Foggy,9.883333333333333,9.883333333333333,0.96,3.3649,349,1.0626000000000002,0.889,1017.65
W338,2024-03-02 04:05:00,Clear,9.355555555555558,8.633333333333333,0.96,6.423900000000001,321,3.3649,0.415,1017.56
W339,2024-03-02 04:10:00,Clear,9.861111111,9.861111111,0.96,3.2361,319,4.459700000000001,0.439,1016.16
W340,2024-03-02 04:15:00,Foggy,8.272222222222222,8.272222222222222,0.99,3.3166,313,1.9159,0.955,1017.16
W341,2024-03-02 04:20:00,Foggy,8.866666666666667,8.866666666666667,0.96,2.6243,337,1.7549,0.823,1017.15
W342,2024-03-02 04:25:00,Foggy,8.816666666666666,8.816666666666666,0.96,3.944500000000001,335,2.3667,0.923,1017.28
W343,2024-03-02 04:30:00,Foggy,7.155555555555556,7.155555555555556,1.0,1.8515,319,0.2898,0.954,1017.15
W344,2024-03-02 04:35:00,Foggy,8.850000000000001,8.850000000000001,0.99,3.4776,295,1.7549,0.947,1017.36
W345,2024-03-02 04:40:00,Foggy,11.177777777777775,11.177777777777775,0.93,2.8819000000000004,285,2.5599000000000003,0.951,1017.7
W346,2024-03-02 04:45:00,Mostly Cloudy,12.388888888888888,12.388888888888888,0.98,3.4293,349,6.295100000000001,0.799,1017.72
W347,2024-03-02 04:50:00,Mostly Cloudy,14.144444444444446,14.144444444444446,0.88,4.8783,339,9.982,0.776,1017.82
W348,2024-03-02 04:55:00,Partly Cloudy,17.1,17.1,0.72,3.059,308,11.0768,0.725,1017.77
W349,2024-03-02 05:00:00,Partly Cloudy,18.93888888888889,18.93888888888889,0.64,4.2021,306,11.27,0.59,1017.3
W350,2024-03-02 05:05:00,Partly Cloudy,17.916666666666668,17.916666666666668,0.68,4.0894,6,11.27,0.736,1016.9
W351,2024-03-02 05:10:00,Partly Cloudy,19.98333333333333,19.98333333333333,0.53,1.2236,72,11.1412,0.611,1016.4
W352,2024-03-02 05:15:00,Partly Cloudy,20.07222222222222,20.07222222222222,0.62,9.0643,352,11.27,0.674,1015.9
W353,2024-03-02 05:20:00,Partly Cloudy,20.07222222222222,20.07222222222222,0.56,9.4829,2,11.27,0.587,1015.29
W354,2024-03-02 05:25:00,Partly Cloudy,20.083333333333336,20.083333333333336,0.58,7.486500000000001,15,11.3988,0.652,1014.9
W355,2024-03-02 05:30:00,Partly Cloudy,19.08888888888889,19.08888888888889,0.63,9.1287,23,11.2056,0.692,1014.68
W356,2024-03-02 05:35:00,Partly Cloudy,17.45,17.45,0.62,7.567000000000001,24,11.2056,0.659,1014.78
W357,2024-03-02 05:40:00,Partly Cloudy,15.56666666666667,15.56666666666667,0.74,0.5152,116,9.982,0.734,1015.04
W358,2024-03-02 05:45:00,Clear,12.494444444444447,12.494444444444447,0.91,3.944500000000001,197,9.982,0.331,1015.51
W359,2024-03-02 05:50:00,Clear,12.244444444444444,12.244444444444444,0.89,1.5295,140,15.826300000000002,0.237,1015.72
W360,2024-03-02 05:55:00,Clear,11.416666666666664,11.416666666666664,0.92,2.9624,275,14.9569,0.289,1015.79
W361,2024-03-02 06:00:00,Clear,10.555555555555555,10.555555555555555,0.95,6.0375000000000005,290,14.812,0.308,1015.83
W362,2024-03-02 06:05:00,Clear,10.466666666666669,10.466666666666669,0.93,3.0751,270,9.8049,0.354,1015.95
W363,2024-03-02 06:10:00,Partly Cloudy,10.250000000000002,10.250000000000002,0.95,5.2969,278,4.7495,0.924,1017.13
W364,2024-03-02 06:15:00,Clear,9.355555555555558,9.355555555555558,0.96,1.5295,100,4.025,0.355,1015.82
W365,2024-03-02 06:20:00,Foggy,8.311111111111112,8.311111111111112,0.96,3.22,300,2.0286,0.91,1015.82
W366,2024-03-02 06:25:00,Foggy,8.811111111,8.811111111,0.96,3.3971,333,1.7388,0.975,1015.89
W367,2024-03-02 06:30:00,Foggy,8.733333333333333,7.933333333333334,0.93,6.3434,304,0.7889,0.878,1015.83
W368,2024-03-02 06:35:00,Partly Cloudy,11.93333333333333,11.93333333333333,0.93,11.27,140,9.8049,0.801,1016.12
W369,2024-03-02 06:40:00,Partly Cloudy,14.516666666666667,14.516666666666667,0.84,1.7066,129,9.5473,0.789,1016.23
W370,2024-03-02 06:45:00,Partly Cloudy,18.73333333333333,18.73333333333333,0.68,3.22,300,9.982,0.717,1016.23
W371,2024-03-02 06:50:00,Partly Cloudy,20.02777777777778,20.02777777777778,0.6,7.245,160,9.982,0.639,1016.38
W372,2024-03-02 06:55:00,Partly Cloudy,21.03888888888889,21.03888888888889,0.55,6.488300000000001,209,10.0303,0.663,1016.66
W373,2024-03-02 07:00:00,Partly Cloudy,20.738888888888887,20.738888888888887,0.46,6.5044,179,15.8746,0.56,1016.58
W374,2024-03-02 07:05:00,Partly Cloudy,22.31666666666667,22.31666666666667,0.48,7.5348,235,11.27,0.596,1016.27
W375,2024-03-02 07:10:00,Partly Cloudy,22.11111111111111,22.11111111111111,0.5,6.4561,145,11.4471,0.594,1015.96
W376,2024-03-02 07:15:00,Partly Cloudy,22.73333333333333,22.73333333333333,0.38,1.0143,262,10.0464,0.612,1015.34
W377,2024-03-02 07:20:00,Partly Cloudy,22.77777777777778,22.77777777777778,0.37,5.184200000000001,90,10.0464,0.506,1014.7
W378,2024-03-02 07:25:00,Partly Cloudy,21.216666666666665,21.216666666666665,0.41,7.2772,58,11.4471,0.45,1015.2
W379,2024-03-02 07:30:00,Partly Cloudy,20.18333333333333,20.18333333333333,0.45,1.4812,179,10.0464,0.627,1014.87
W380,2024-03-02 07:35:00,Partly Cloudy,18.011111111111113,18.011111111111113,0.68,0.322,157,9.982,0.668,1014.78
W381,2024-03-02 07:40:00,Partly Cloudy,17.422222222222224,17.422222222222224,0.65,0.5313000000000001,139,9.982,0.678,1015.54
W382,2024-03-02 07:45:00,Partly Cloudy,13.961111111111112,13.961111111111112,0.82,0.0,0,9.982,0.823,1016.01
W383,2024-03-02 07:50:00,Partly Cloudy,13.28888888888889,13.28888888888889,0.89,2.8819000000000004,329,15.826300000000002,0.703,1016.52
W384,2024-03-02 07:55:00,Partly Cloudy,12.322222222222225,12.322222222222225,0.89,2.4794,262,9.982,0.761,1016.96
W385,2024-03-02 08:00:00,Partly Cloudy,11.116666666666664,11.116666666666664,0.95,3.1717,268,6.295100000000001,0.807,1017.04
W386,2024-03-02 08:05:00,Partly Cloudy,10.533333333333337,10.533333333333337,0.95,11.27,280,6.295100000000001,0.841,1017.33
W387,2024-03-02 08:10:00,Clear,12.383333333333333,12.383333333333333,0.8,4.6207,172,14.168000000000005,0.254,1019.59
W388,2024-03-02 08:15:00,Partly Cloudy,9.861111111,9.861111111,0.96,3.0751,273,3.8318,0.918,1017.25
W389,2024-03-02 08:20:00,Partly Cloudy,8.872222222222222,8.872222222222222,0.95,1.5295,320,3.3649,0.91,1017.42
W390,2024-03-02 08:25:00,Partly Cloudy,8.672222222222222,8.672222222222222,0.94,3.6386,317,4.2826,0.832,1017.74
W391,2024-03-02 08:30:00,Foggy,7.688888888888891,7.688888888888891,1.0,0.0,0,0.7406,0.854,1018.13
W392,2024-03-02 08:35:00,Clear,10.911111111111111,10.911111111111111,0.99,1.61,210,4.1216,0.408,1018.62
W393,2024-03-02 08:40:00,Clear,14.83888888888889,14.83888888888889,0.82,2.6565,193,8.3398,0.259,1019.08
W394,2024-03-02 08:45:00,Clear,18.8,18.8,0.65,1.5295,140,9.982,0.186,1019.11
W395,2024-03-02 08:50:00,Clear,21.094444444444445,21.094444444444445,0.49,4.8783,199,9.982,0.108,1019.5
